GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
143423001700000,SW 412,Residential,17500,0,0,17500
143423001800000,APTS SW,Commercial,16185,0,92744,108929
143423001900000,SW 412,Residential,26630,93424,0,120054
143423002000000,SW 412,Residential,28564,85806,0,114370
143423002100000,SW 412,Residential,28318,85555,0,113873
143423002200000,SW 412,Residential,26880,105559,0,132439
143423002300000,SW 412,Residential,28560,80837,0,109397
143423002400000,SW 412,Residential,23520,82925,0,106445
143423002500000,SW 412,Residential,22080,63493,0,85573
143423002600000,SW 412,Residential,20160,73133,0,93293
143423002700000,SW 412,Residential,17568,64978,0,82546
143423002800000,SW 412,Residential,17568,4206,0,21774
143423100100000,SW 412,Residential,6000,0,0,6000
143423100200000,SW 412,Residential,5000,0,0,5000
143423100300000,SW 412,Residential,5000,0,0,5000
143423100400000,SW 412,Residential,12000,46916,0,58916
143423100500000,SW 412,Residential,12000,35381,0,47381
143423100600000,SW 412,Residential,12000,41460,0,53460
143423100700000,SW 412,Residential,12000,46401,0,58401
143423100800000,SW 412,Residential,12000,0,0,12000
143423100900000,SW 412,Residential,5000,0,0,5000
143423101000000,SW 412,Residential,6000,0,0,6000
143423101100000,SW 412,Residential,5000,0,0,5000
143423101200000,COMM SW,Commercial,8991,0,7926,16917
143423101300000,SW 412,Residential,15200,0,0,15200
143423101400000,SW 412,Residential,15000,62824,0,77824
143423101500000,SW 412,Residential,15000,52243,0,67243
143423101600000,SW 412,Residential,15000,0,0,15000
143423101700000,SW 412,Residential,10000,0,0,10000
143423101800000,SW 412,Residential,15000,47933,0,62933
143423101900000,SW 412,Residential,15000,40244,0,55244
143423102000000,SW 412,Residential,15000,37257,0,52257
143423200100000,SW 412,Residential,17000,92618,0,109618
143423200200000,SW 412,Residential,17000,51717,0,68717
143423200300000,SW 412,Residential,10000,0,0,10000
143423200400000,SW 412,Residential,17000,68567,0,85567
143423200500000,SW 412,Residential,19420,51882,0,71302
143423200600000,SW 412,Residential,19420,24054,0,43474
143423200700000,SW 412,Residential,16830,57131,0,73961
143425100100000,E-30 CEMETARY,Exempt,0,0,0,0
143425100200000,Empty,Exempt,0,0,0,0
143425100300000,APTS SW,Commercial,30482,0,204658,235140
143425100400000,APTS SW,Commercial,26013,0,93355,119368
143425100500000,APTS SW,Commercial,26013,0,93164,119177
143425100600000,E-70 CHARITY OTHER,Exempt,33137,0,195688,228825
143425100700000,APTS SW,Commercial,32584,0,310192,342776
143425100800000,APTS SW,Commercial,27474,0,90503,117977
143425100900000,APTS SW,Commercial,27474,0,91646,119120
143425101000000,APTS SW,Commercial,25511,0,207773,233284
143425101100000,APTS SW,Commercial,45332,0,210257,255589
143425101200000,APTS SW,Commercial,35117,0,203116,238233
143425101300000,APTS SW,Commercial,34873,0,320830,355703
143425101400000,APTS SW,Commercial,40350,0,328765,369115
143425101500000,Empty,Exempt,0,0,0,0
143427600100000,APTS SW,Commercial,502200,0,4282503,4784703
143427600200000,SW 410,Residential,30064,120067,0,150131
143427600300000,SW 410,Residential,29400,117418,0,146818
143427600400000,APTS SW,Commercial,26547,0,184248,210795
143427600500000,APTS SW,Commercial,35844,0,201995,237839
143427600600000,COMM SW,Commercial,36504,0,0,36504
143427600700000,E-73 LOW RENT HOUSE,Exempt,56106,0,1054255,1110361
143427600800000,APTS SW,Commercial,19116,0,165186,184302
143427600900000,APTS SW,Commercial,28943,0,161383,190326
143427601000000,APTS SW,Commercial,15186,0,165606,180792
143427700100000,SW 410,Residential,36993,70949,0,107942
143427800100000,SW 410,Residential,15714,39162,0,54876
143427800200000,SW 410,Residential,31827,0,0,31827
143427800300000,SW 410,Residential,30179,110199,0,140378
143427800400000,SW 410,Residential,28280,89059,0,117339
143427800500000,SW 430,Residential,37440,97401,0,134841
143427800600000,SW 430,Residential,37125,104251,0,141376
143427800700000,SW 430,Residential,33787,99367,0,133154
143427800800000,SW 430,Residential,35030,101653,0,136683
143427800900000,SW 430,Residential,35030,105257,0,140287
143427801000000,SW 430,Residential,35030,100285,0,135315
143427801100000,SW 430,Residential,35030,83970,0,119000
143427801200000,SW 430,Residential,30070,90314,0,120384
143427801300000,SW 430,Residential,34726,101873,0,136599
143427801400000,SW 430,Residential,30742,82819,0,113561
143427801500000,SW 410,Residential,33512,77101,0,110613
143427801600000,SW 410,Residential,19975,65366,0,85341
143427801700000,SW 410,Residential,31987,62957,0,94944
143427801800000,SW 410,Residential,18400,72641,0,91041
143427801900000,SW 410,Residential,18400,44571,0,62971
143427802000000,SW 410,Residential,15640,0,0,15640
143427900100000,SW 430,Residential,38697,82946,0,121643
143427900200000,SW 430,Residential,30133,80508,0,110641
143427900300000,SW 430,Residential,29848,111175,0,141023
143427900400000,SW 430,Residential,33280,82962,0,116242
143427900500000,SW 430,Residential,33810,106816,0,140626
143427900600000,SW 430,Residential,35112,79965,0,115077
143427900700000,SW 430,Residential,31000,86871,0,117871
143427900800000,SW 430,Residential,31000,104827,0,135827
143427900900000,SW 430,Residential,31000,86747,0,117747
143427901000000,SW 430,Residential,31000,93069,0,124069
143427901100000,SW 430,Residential,31000,84756,0,115756
143427901200000,SW 430,Residential,31000,90607,0,121607
143427901300000,SW 430,Residential,31000,86941,0,117941
143427901400000,SW 430,Residential,31000,91633,0,122633
143427901500000,SW 430,Residential,31000,98740,0,129740
143427901600000,SW 430,Residential,31000,106502,0,137502
143427901700000,SW 430,Residential,35833,96224,0,132057
143427901800000,SW 430,Residential,34667,91190,0,125857
143427901900000,SW 430,Residential,31000,89249,0,120249
143427902000000,SW 430,Residential,31000,76019,0,107019
143427902100000,SW 430,Residential,31000,91005,0,122005
143427902200000,SW 430,Residential,31000,97234,0,128234
143427902300000,SW 430,Residential,31000,92244,0,123244
143427902400000,SW 430,Residential,31000,93092,0,124092
143427902500000,SW 430,Residential,36192,94950,0,131142
143427902600000,SW 430,Residential,36023,79149,0,115172
143427902700000,SW 430,Residential,33330,79743,0,113073
143428000100000,SW 430,Residential,27963,98015,0,125978
143428000200000,SW 430,Residential,28340,91433,0,119773
143428000300000,SW 430,Residential,33600,107208,0,140808
143428000400000,SW 430,Residential,30896,78402,0,109298
143428000500000,SW 430,Residential,33920,84488,0,118408
143428000600000,SW 430,Residential,30855,83113,0,113968
143428000700000,SW 430,Residential,28827,87019,0,115846
143428000800000,SW 430,Residential,29140,102757,0,131897
143428000900000,SW 430,Residential,29140,80387,0,109527
143428001000000,SW 430,Residential,29140,86400,0,115540
143428001100000,SW 430,Residential,29140,115468,0,144608
143428001200000,SW 430,Residential,29140,93029,0,122169
143428001300000,SW 430,Residential,29140,89761,0,118901
143428001400000,SW 430,Residential,29140,89224,0,118364
143428001500000,SW 430,Residential,29140,83420,0,112560
143428001600000,SW 430,Residential,29140,75600,0,104740
143428001700000,SW 430,Residential,29140,83042,0,112182
143428001800000,SW 430,Residential,32649,108624,0,141273
143430100100000,SW 410,Residential,26740,49070,0,75810
143430100200000,SW 410,Residential,22600,91830,0,114430
143430100300000,SW 410,Residential,22600,60765,0,83365
143430100400000,SW 410,Residential,20000,79674,0,99674
143430100500000,SW 410,Residential,19797,100965,0,120762
143430100600000,SW 410,Residential,19797,45977,0,65774
143430100700000,SW 410,Residential,25600,121767,0,147367
143430100800000,SW 410,Residential,24000,44000,0,68000
143430100900000,SW 410,Residential,24000,51970,0,75970
143430101000000,SW 410,Residential,24000,3870,0,27870
143430101100000,SW 410,Residential,24000,89698,0,113698
143430101200000,SW 410,Residential,24000,79202,0,103202
143430101300000,SW 410,Residential,24000,43247,0,67247
143430101400000,SW 410,Residential,24000,55948,0,79948
143430101500000,SW 410,Residential,24000,29008,0,53008
143430101600000,SW 410,Residential,24000,52004,0,76004
143430101700000,SW 410,Residential,24000,39457,0,63457
143430101800000,SW 410,Residential,24000,54373,0,78373
143430101900000,SW 410,Residential,24000,88652,0,112652
143430102000000,SW 410,Residential,24000,87491,0,111491
143430102100000,SW 410,Residential,24000,66245,0,90245
143430102200000,SW 410,Residential,24000,90855,0,114855
143430102300000,SW 410,Residential,24000,68923,0,92923
143430102400000,SW 410,Residential,24000,57011,0,81011
143430102500000,SW 410,Residential,24000,53227,0,77227
143430102600000,SW 410,Residential,24000,42247,0,66247
143430102700000,SW 410,Residential,24000,17961,0,41961
143430102800000,SW 410,Residential,23800,45045,0,68845
143430200100000,SW 410,Residential,25608,0,0,25608
143430200200000,SW 410,Residential,22800,75267,0,98067
143430200300000,SW 410,Residential,29184,47499,0,76683
143430200400000,SW 410,Residential,27132,88805,0,115937
143430200500000,SW 410,Residential,22800,77329,0,100129
143430200600000,SW 430,Residential,27350,66728,0,94078
143430200700000,SW 430,Residential,24024,84191,0,108215
143430200800000,SW 430,Residential,30600,89905,0,120505
143430200900000,SW 430,Residential,30600,75388,0,105988
143430201000000,SW 430,Residential,30600,74970,0,105570
143430201100000,SW 430,Residential,30600,91648,0,122248
143430201200000,SW 430,Residential,30600,73971,0,104571
143430201300000,SW 430,Residential,30600,83893,0,114493
143430201400000,SW 430,Residential,30600,76646,0,107246
143430201500000,SW 430,Residential,30600,98187,0,128787
143430201600000,SW 430,Residential,30600,99762,0,130362
143430201700000,SW 430,Residential,33150,98897,0,132047
143430201800000,SW 430,Residential,30600,74730,0,105330
143430201900000,SW 430,Residential,33660,79490,0,113150
143430202000000,SW 430,Residential,30090,98407,0,128497
143430202100000,SW 430,Residential,31875,80533,0,112408
143430202200000,SW 430,Residential,31875,84797,0,116672
143430202300000,SW 430,Residential,32555,98217,0,130772
143430202400000,SW 430,Residential,32462,82450,0,114912
143430202500000,SW 430,Residential,35842,75075,0,110917
143430202600000,SW 430,Residential,38881,78212,0,117093
143430202700000,SW 410,Residential,24000,76259,0,100259
143430202800000,SW 410,Residential,36000,36918,0,72918
143430202900000,SW 410,Residential,24000,31201,0,55201
143430203000000,SW 410,Residential,24000,101408,0,125408
143430203100000,SW 410,Residential,24000,59193,0,83193
143430203200000,SW 410,Residential,24000,90897,0,114897
143430203300000,SW 410,Residential,24000,115041,0,139041
143430203400000,SW 410,Residential,24000,68285,0,92285
143430203500000,SW 410,Residential,24000,106416,0,130416
143430203600000,SW 410,Residential,24000,54121,0,78121
143430203700000,SW 410,Residential,24000,49156,0,73156
143430203800000,SW 410,Residential,24000,45842,0,69842
143430203900000,SW 410,Residential,24000,116438,0,140438
143430204000000,SW 410,Residential,24000,47782,0,71782
143430204100000,SW 410,Residential,24000,57912,0,81912
143430204200000,SW 410,Residential,24000,71596,0,95596
143430204300000,SW 410,Residential,24000,41487,0,65487
143430204400000,SW 410,Residential,24000,68160,0,92160
143430204500000,SW 410,Residential,24000,87920,0,111920
143430204600000,SW 410,Residential,24000,45271,0,69271
143430204700000,SW 410,Residential,15200,42354,0,57554
143430204800000,SW 410,Residential,15200,45267,0,60467
143430300100000,SW 430,Residential,24024,108885,0,132909
143430300200000,SW 430,Residential,24000,76187,0,100187
143430300300000,SW 430,Residential,24000,76857,0,100857
143430300400000,SW 430,Residential,23733,91774,0,115507
143430300500000,SW 430,Residential,30000,89705,0,119705
143430300600000,SW 430,Residential,30000,79164,0,109164
143430300700000,SW 430,Residential,30000,72562,0,102562
143430300800000,SW 430,Residential,30000,81787,0,111787
143430300900000,SW 430,Residential,30000,108710,0,138710
143430301000000,SW 430,Residential,30000,87252,0,117252
143430301100000,SW 430,Residential,30000,101308,0,131308
143430301200000,SW 430,Residential,30000,87732,0,117732
143430301300000,SW 430,Residential,30000,84455,0,114455
143430301400000,SW 430,Residential,31250,86810,0,118060
143430301500000,SW 430,Residential,31250,80120,0,111370
143430301600000,SW 430,Residential,32400,82399,0,114799
143430301700000,SW 430,Residential,26500,99341,0,125841
143430301800000,SW 430,Residential,31250,90619,0,121869
143430301900000,SW 430,Residential,31250,103321,0,134571
143430302000000,SW 430,Residential,31875,72435,0,104310
143430302100000,SW 430,Residential,32400,103134,0,135534
143430302200000,SW 430,Residential,33488,125396,0,158884
143430302300000,SW 430,Residential,31650,77580,0,109230
143430302400000,SW 430,Residential,32500,77999,0,110499
143430302500000,SW 430,Residential,30000,106050,0,136050
143430302600000,SW 430,Residential,31250,93834,0,125084
143430302700000,SW 430,Residential,31250,82631,0,113881
143430302800000,SW 430,Residential,28500,105314,0,133814
143430302900000,SW 430,Residential,34000,73573,0,107573
143430303000000,SW 430,Residential,30000,89480,0,119480
143430303100000,SW 430,Residential,30000,77431,0,107431
143430303200000,SW 430,Residential,30000,84851,0,114851
143430303300000,SW 430,Residential,30000,88629,0,118629
143430303400000,SW 430,Residential,30000,83215,0,113215
143430303500000,SW 430,Residential,30000,78191,0,108191
143430303600000,SW 430,Residential,30000,86838,0,116838
143430303700000,SW 430,Residential,30000,71976,0,101976
143430303800000,SW 430,Residential,30000,85110,0,115110
143430400100000,SW 430,Residential,24267,82555,0,106822
143430400200000,SW 430,Residential,23971,74224,0,98195
143430400300000,SW 430,Residential,30000,76098,0,106098
143430400400000,SW 430,Residential,30000,77789,0,107789
143430400500000,SW 430,Residential,30000,80882,0,110882
143430400600000,SW 430,Residential,30000,77650,0,107650
143430400700000,SW 430,Residential,30000,121562,0,151562
143430400800000,SW 430,Residential,33250,150118,0,183368
143430400900000,SW 430,Residential,25000,83846,0,108846
143430401000000,SW 430,Residential,30000,85370,0,115370
143430401100000,SW 430,Residential,30000,77275,0,107275
143430401200000,SW 430,Residential,33250,114569,0,147819
143430401300000,SW 430,Residential,27500,126483,0,153983
143430401400000,SW 430,Residential,31250,83727,0,114977
143430401500000,SW 430,Residential,31250,97813,0,129063
143430401600000,SW 430,Residential,37500,103377,0,140877
143430401700000,SW 430,Residential,37700,116460,0,154160
143430401800000,SW 430,Residential,33036,80260,0,113296
143430401900000,SW 430,Residential,41220,84115,0,125335
143432600100000,Empty,Exempt,0,0,0,0
143432600200000,SW 414,Residential,21800,52867,0,74667
143432600300000,SW 414,Residential,38016,88100,0,126116
143432600400000,SW 414,Residential,28904,86145,0,115049
143432600500000,SW 414,Residential,29952,82975,0,112927
143432600600000,SW 414,Residential,29952,76489,0,106441
143432600700000,SW 414,Residential,29952,74574,0,104526
143432600800000,SW 414,Residential,29952,78754,0,108706
143432600900000,SW 414,Residential,29952,100444,0,130396
143432601000000,SW 414,Residential,29952,101076,0,131028
143432601100000,SW 414,Residential,29952,85813,0,115765
143432601200000,SW 414,Residential,29952,92603,0,122555
143432601300000,SW 414,Residential,29952,80017,0,109969
143432601400000,SW 414,Residential,29952,85445,0,115397
143432601500000,SW 414,Residential,33696,95798,0,129494
143432601600000,SW 414,Residential,29952,108888,0,138840
143432601700000,SW 414,Residential,34632,116775,0,151407
143432601800000,SW 414,Residential,35100,95450,0,130550
143432601900000,SW 414,Residential,27540,91029,0,118569
143432602000000,SW 414,Residential,35024,111414,0,146438
143432700100000,SW 414,Residential,25440,75936,0,101376
143432700200000,SW 414,Residential,31800,75459,0,107259
143432700300000,SW 414,Residential,36338,94380,0,130718
143432700400000,SW 414,Residential,38632,88649,0,127281
143432700500000,SW 414,Residential,35872,85461,0,121333
143432700600000,SW 414,Residential,25534,106453,0,131987
143432700700000,SW 414,Residential,32414,81131,0,113545
143432700800000,SW 414,Residential,25534,103148,0,128682
143432700900000,SW 414,Residential,33957,102995,0,136952
143432701000000,SW 414,Residential,33516,83740,0,117256
143432701100000,SW 414,Residential,32414,101449,0,133863
143432701200000,SW 414,Residential,26460,78142,0,104602
143432701300000,SW 414,Residential,32414,80053,0,112467
143432701400000,SW 414,Residential,26460,76809,0,103269
143432701500000,SW 414,Residential,26901,76819,0,103720
143432701600000,SW 414,Residential,28621,94873,0,123494
143432701700000,SW 414,Residential,30870,99823,0,130693
143432701800000,SW 414,Residential,24802,91059,0,115861
143432701900000,SW 414,Residential,29693,83708,0,113401
143432702000000,SW 414,Residential,34632,90204,0,124836
143432702100000,SW 414,Residential,29952,94540,0,124492
143432702200000,SW 414,Residential,33696,96588,0,130284
143432702300000,SW 414,Residential,31356,82778,0,114134
143432702400000,SW 414,Residential,29952,83901,0,113853
143432702500000,SW 414,Residential,29484,85429,0,114913
143432702600000,SW 414,Residential,29484,74050,0,103534
143432702700000,SW 414,Residential,29016,66193,0,95209
143432702800000,SW 414,Residential,29952,71042,0,100994
143432702900000,SW 414,Residential,29484,97641,0,127125
143432703000000,SW 414,Residential,29484,84559,0,114043
143432703100000,SW 414,Residential,29484,76702,0,106186
143432703200000,SW 414,Residential,29484,71891,0,101375
143432703300000,SW 414,Residential,29716,79028,0,108744
143432800100000,COMM SW,Commercial,90898,0,82786,173684
143432800200000,SW 414,Residential,37373,90486,0,127859
143432800300000,SW 414,Residential,28329,79254,0,107583
143432800400000,SW 414,Residential,27063,76203,0,103266
143432800500000,SW 414,Residential,33611,103513,0,137124
143432800600000,SW 414,Residential,32083,92910,0,124993
143432800700000,SW 414,Residential,31865,91638,0,123503
143432800800000,SW 414,Residential,30992,80799,0,111791
143432800900000,SW 414,Residential,32083,110985,0,143068
143432801000000,SW 414,Residential,27281,70991,0,98272
143432801100000,SW 414,Residential,28329,81358,0,109687
143432801200000,SW 414,Residential,26627,75925,0,102552
143432801300000,SW 414,Residential,28071,108673,0,136744
143432801400000,SW 414,Residential,28329,78712,0,107041
143432801500000,SW 414,Residential,26161,95761,0,121922
143432900100000,SW 414,Residential,32489,79351,0,111840
143432900200000,SW 414,Residential,30906,86810,0,117716
143432900300000,SW 414,Residential,33727,117409,0,151136
143432900400000,SW 414,Residential,26169,116918,0,143087
143432900500000,SW 414,Residential,26864,123869,0,150733
143432900600000,SW 414,Residential,38193,114148,0,152341
143435100100000,SW 414,Residential,27833,75423,0,103256
143435100200000,SW 414,Residential,28350,79123,0,107473
143435100300000,SW 414,Residential,28350,81977,0,110327
143435100400000,SW 414,Residential,28350,94321,0,122671
143435100500000,SW 414,Residential,27900,92681,0,120581
143435100600000,SW 414,Residential,27900,90483,0,118383
143435100700000,SW 414,Residential,36000,110261,0,146261
143435100800000,SW 414,Residential,31019,140886,0,171905
143435100900000,SW 414,Residential,30600,139023,0,169623
143435101000000,SW 414,Residential,36000,100961,0,136961
143435101100000,SW 414,Residential,29250,116177,0,145427
143435101200000,SW 414,Residential,36000,115686,0,151686
143435101300000,SW 414,Residential,36000,87758,0,123758
143435101400000,SW 414,Residential,36000,97692,0,133692
143435101500000,SW 414,Residential,36000,113893,0,149893
143435101600000,SW 414,Residential,36000,115237,0,151237
143435101700000,SW 414,Residential,36000,94951,0,130951
143435101800000,SW 414,Residential,36320,99610,0,135930
143435200100000,SW 414,Residential,28590,81492,0,110082
143435200200000,SW 414,Residential,27000,72340,0,99340
143435200300000,SW 414,Residential,27000,74756,0,101756
143435200400000,SW 414,Residential,27000,68413,0,95413
143435200500000,SW 414,Residential,27000,78787,0,105787
143435200600000,SW 414,Residential,28800,87461,0,116261
143435200700000,SW 414,Residential,28203,70352,0,98555
143435300100000,SW 414,Residential,27517,80440,0,107957
143435300200000,SW 414,Residential,27281,74670,0,101951
143435300300000,SW 414,Residential,27281,78621,0,105902
143435300400000,SW 414,Residential,27046,78495,0,105541
143435300500000,SW 414,Residential,29600,86271,0,115871
143435300600000,SW 414,Residential,29088,96334,0,125422
143435300700000,SW 414,Residential,31815,103612,0,135427
143435300800000,SW 414,Residential,29088,74963,0,104051
143435300900000,SW 414,Residential,29088,85227,0,114315
143435301000000,SW 414,Residential,32769,88558,0,121327
143435301100000,SW 414,Residential,32421,84826,0,117247
143435301200000,SW 414,Residential,34749,120664,0,155413
143435301300000,SW 414,Residential,31428,94826,0,126254
143435301400000,SW 414,Residential,36660,116607,0,153267
143435301500000,SW 414,Residential,34200,142577,0,176777
143435301600000,SW 414,Residential,33696,89573,0,123269
143435301700000,SW 414,Residential,29988,101293,0,131281
143435301800000,SW 414,Residential,36157,98630,0,134787
143435301900000,SW 414,Residential,35451,99258,0,134709
143435302000000,SW 414,Residential,31212,100548,0,131760
143435302100000,SW 414,Residential,29376,87731,0,117107
143435302200000,SW 414,Residential,29376,84892,0,114268
143435302300000,SW 414,Residential,29376,103576,0,132952
143435302400000,SW 414,Residential,28743,93066,0,121809
143435400100000,SW 414,Residential,29126,78325,0,107451
143435400200000,SW 414,Residential,28800,96759,0,125559
143435400300000,SW 414,Residential,27000,78763,0,105763
143435400400000,SW 414,Residential,30600,76052,0,106652
143435400500000,SW 414,Residential,31500,79849,0,111349
143435400600000,SW 414,Residential,31500,81482,0,112982
143435400700000,SW 414,Residential,31185,92950,0,124135
143435400800000,SW 414,Residential,35491,95211,0,130702
143435400900000,SW 414,Residential,32076,80512,0,112588
143435401000000,SW 414,Residential,28665,85517,0,114182
143435401100000,SW 414,Residential,28080,99694,0,127774
143435401200000,SW 414,Residential,31773,92869,0,124642
143435401300000,SW 414,Residential,33412,105251,0,138663
143435401400000,SW 414,Residential,38587,92067,0,130654
143435401500000,SW 414,Residential,28849,100758,0,129607
143435401600000,SW 414,Residential,28800,102440,0,131240
143435401700000,SW 414,Residential,28553,132567,0,161120
143435401800000,SW 414,Residential,29831,84073,0,113904
143435401900000,SW 414,Residential,28800,91729,0,120529
143435402000000,SW 414,Residential,28800,78155,0,106955
143435402100000,SW 414,Residential,28800,96803,0,125603
143435402200000,SW 414,Residential,31551,99404,0,130955
143437600100000,SW 410,Residential,23800,126223,0,150023
143437600200000,SW 410,Residential,23800,69101,0,92901
143437600300000,SW 410,Residential,23800,53793,0,77593
143437600400000,SW 410,Residential,23800,70370,0,94170
143437600500000,SW 410,Residential,23800,128764,0,152564
143437600600000,SW 410,Residential,28560,37325,0,65885
143437600700000,SW 410,Residential,28560,80168,0,108728
143437600800000,SW 410,Residential,28560,51527,0,80087
143437600900000,SW 410,Residential,23800,66067,0,89867
143437601000000,SW 410,Residential,23800,56776,0,80576
143437601100000,SW 410,Residential,23800,83126,0,106926
143437601200000,SW 410,Residential,28560,50671,0,79231
143437601300000,SW 410,Residential,23800,47668,0,71468
143437601400000,SW 410,Residential,23800,64339,0,88139
143437601500000,SW 410,Residential,23800,41721,0,65521
143437601600000,SW 410,Residential,23800,76237,0,100037
143437601700000,SW 410,Residential,23800,43020,0,66820
143437601800000,SW 410,Residential,23800,106859,0,130659
143437601900000,SW 410,Residential,23800,130897,0,154697
143437602000000,SW 410,Residential,23800,58735,0,82535
143437602100000,SW 410,Residential,23800,137091,0,160891
143437602200000,Empty,Exempt,0,0,0,0
143437700100000,SW 410,Residential,23800,72265,0,96065
143437700200000,Empty,Exempt,0,0,0,0
143437700300000,SW 410,Residential,27799,72726,0,100525
143437700400000,SW 410,Residential,23800,92451,0,116251
143437700500000,SW 410,Residential,23800,40845,0,64645
143437700600000,SW 410,Residential,23800,54317,0,78117
143437700700000,SW 410,Residential,23800,56088,0,79888
143437700800000,SW 410,Residential,23800,0,0,23800
143437700900000,SW 410,Residential,28560,119671,0,148231
143437701000000,SW 410,Residential,28560,66436,0,94996
143437701100000,SW 410,Residential,23800,63058,0,86858
143437701200000,SW 410,Residential,28560,39563,0,68123
143437701300000,SW 410,Residential,28560,41785,0,70345
143437701400000,SW 410,Residential,23800,55728,0,79528
143437701500000,SW 410,Residential,23800,41118,0,64918
143437701600000,SW 410,Residential,23800,68585,0,92385
143437701700000,SW 410,Residential,23800,66692,0,90492
143437701800000,SW 410,Residential,23800,101353,0,125153
143437701900000,SW 410,Residential,23800,64887,0,88687
143437702000000,SW 410,Residential,23800,76568,0,100368
143437702100000,SW 410,Residential,23800,69124,0,92924
143437702200000,SW 410,Residential,23800,79209,0,103009
143437702300000,SW 410,Residential,23800,76649,0,100449
143440100100000,Empty,Exempt,0,0,0,0
143440200100000,SW 411,Residential,53125,70537,0,123662
143440300100000,SW 411,Residential,5000,787,0,5787
143440300200000,SW 411,Residential,11750,0,0,11750
143442600100000,SW 411,Residential,34158,57842,0,92000
143442600200000,SW 411,Residential,33495,8394,0,41889
143442600300000,SW 411,Residential,33495,79888,0,113383
143442600400000,SW 411,Residential,33495,62057,0,95552
143442600500000,SW 411,Residential,33495,50326,0,83821
143442600600000,SW 411,Residential,33495,77785,0,111280
143442600700000,E-70 CHARITY OTHER,Exempt,27000,0,0,27000
143442600800000,E-70 CHARITY OTHER,Exempt,35284,0,111007,146291
143442600900000,SW 411,Exempt,33495,96894,0,130389
143442601000000,E-70 CHARITY OTHER,Exempt,54000,0,0,54000
143442601100000,E-70 CHARITY OTHER,Exempt,49302,0,350,49652
143442601200000,E-70 CHARITY OTHER,Exempt,27815,0,0,27815
143442601300000,E-70 CHARITY OTHER,Exempt,24057,0,0,24057
143442700300000,SW 431,Residential,34794,141899,0,176693
143442700400000,SW 431,Residential,32640,139434,0,172074
143442700500000,SW 431,Residential,28000,134000,0,162000
143442700600000,SW 431,Residential,29557,132322,0,161879
143442700700000,SW 431,Residential,31243,149429,0,180672
143442700800000,SW 431,Residential,29436,166764,0,196200
143442700900000,SW 411,Residential,41752,64627,0,106379
143442701000000,SW 411,Residential,26000,0,0,26000
143442701100000,SW 431,Residential,28563,142720,0,171283
143442701200000,SW 431,Residential,25716,0,0,25716
143442701300000,SW 411,Residential,50000,0,0,50000
143442701400000,SW 411,Residential,45800,116243,0,162043
143442800100000,SW 411,Residential,20790,85713,0,106503
143442800200000,SW 411,Residential,20790,0,0,20790
143442800300000,SW 411,Residential,20790,0,0,20790
143442800400000,SW 411,Residential,27720,84264,0,111984
143442800500000,SW 411,Residential,27720,91750,0,119470
143442800600000,SW 411,Residential,27720,90932,0,118652
143442800700000,SW 411,Residential,28298,79154,0,107452
143442800800000,SW 411,Residential,31474,139838,0,171312
143442800900000,SW 411,Residential,26775,136765,0,163540
143442801000000,SW 411,Residential,33916,123007,0,156923
143442801100000,SW 411,Residential,32680,133345,0,166025
143442801200000,SW 411,Residential,26136,44919,0,71055
143442801300000,SW 411,Residential,27143,122828,0,149971
143442801400000,SW 411,Residential,27720,104685,0,132405
143442801500000,SW 411,Residential,27720,91048,0,118768
143442801600000,SW 411,Residential,27720,97549,0,125269
143442801700000,SW 411,Residential,37422,39619,0,77041
143442900100000,SW 411,Residential,33495,160207,0,193702
143442900200000,SW 411,Residential,33495,160448,0,193943
143442900300000,SW 411,Residential,33495,132438,0,165933
143442900400000,SW 411,Residential,35496,83565,0,119061
143442900500000,SW 411,Residential,38592,93346,0,131938
143442900600000,SW 411,Residential,53750,216337,0,270087
143442900700000,SW 411,Residential,45075,80055,0,125130
143442900800000,SW 411,Residential,33495,101819,0,135314
143443000100000,SW 411,Residential,22176,49271,0,71447
143443000200000,SW 411,Residential,24552,46040,0,70592
143443000300000,SW 411,Residential,47425,64651,0,112076
143443000500000,SW 411,Residential,24000,0,0,24000
143443000600000,SW 411,Residential,25000,0,0,25000
143443000700000,SW 411,Residential,25000,0,0,25000
143443000800000,SW 411,Residential,29952,170048,0,200000
143443000900000,SW 431,Residential,29224,115079,0,144303
143443001000000,SW 431,Residential,33040,145477,0,178517
143443001100000,SW 431,Residential,31640,135815,0,167455
143443001200000,SW 431,Residential,29120,126960,0,156080
143443001300000,SW 431,Residential,35468,199711,0,235179
143443001400000,SW 431,Residential,37484,186941,0,224425
143443001500000,SW 412,Residential,32992,53223,0,86215
143443001700000,SW 431,Residential,28630,140913,0,169543
143443001800000,SW 431,Residential,32934,179325,0,212259
143445100100000,SW 411,Residential,42591,77897,0,120488
143445100300000,Empty,Exempt,0,0,0,0
143445100400000,SW 411,Residential,59250,170298,0,229548
143445100500000,SW 411,Residential,45900,85112,0,131012
143445100700000,SW 431,Residential,31214,156550,0,187764
143445100800000,SW 431,Residential,30600,159250,0,189850
143445101100000,SW 431,Residential,3612,0,0,3612
143445101200000,SW 431,Residential,38420,183037,0,221457
143445101300000,SW 431,Residential,43430,0,0,43430
143445101400000,SW 431,Residential,57304,261363,0,318667
